state,season,crop,plot_area,avg_temp,total_rainfall,humidity,drought_index,soil_type,soil_texture,soil_ph,soil_organic_carbon,fertilizer_n,fertilizer_p,fertilizer_k,previous_crop,year,ndvi_mean,production,yield_t_ha
andhra pradesh,kharif,maize,1.92,23.45,738.24,78.74,0.29,red,loamy,6.67,0.88,100.34,67.36,40.01,sugarcane,2018,0.78,26.07,13.56
maharashtra,rabi,maize,4.15,26.81,655.67,81.99,0.17,alluvial,loamy,6.23,0.72,135.75,58.57,60.23,sugarcane,2018,0.7,52.21,12.59
maharashtra,kharif,maize,1.85,25.39,860.86,72.05,0.31,alluvial,silty,6.5,0.92,85.18,48.37,53.3,wheat,2013,0.7,26.78,14.49
tamil nadu,summer,maize,4.74,25.96,692.39,72.28,0.16,black,clayey,6.1,0.96,107.26,68.49,49.32,cotton,2018,0.72,66.56,14.05
andhra pradesh,rabi,maize,3.9,24.11,911.03,75.73,0.22,black,silty,6.47,0.96,99.62,51.13,69.27,maize,2020,0.79,60.91,15.61
andhra pradesh,summer,maize,3.54,27.38,1019.38,81.27,0.29,black,clayey,6.34,0.68,114.75,77.1,78.45,cotton,2022,0.75,51.12,14.45
tamil nadu,summer,maize,2.57,26.8,745.29,75.78,0.19,black,loamy,6.88,0.62,114.21,62.1,68.23,sugarcane,2011,0.86,36.73,14.27
telangana,kharif,maize,4.54,24.6,759.18,83.89,0.15,laterite,loamy,6.39,0.62,86.6,56.95,63.69,wheat,2012,0.8,64.05,14.11
tamil nadu,summer,maize,4.85,23.95,725.35,77.92,0.23,red,sandy,6.54,0.71,81.47,46.48,63.42,rice,2010,0.63,61.64,12.7
maharashtra,rabi,maize,4.29,26.8,771.74,66.46,0.36,black,clayey,6.23,0.88,136.96,55.85,58.61,maize,2012,0.82,61.91,14.44
maharashtra,kharif,maize,1.89,25.09,709.78,78.74,0.21,red,silty,6.08,0.97,129.42,43.11,46.33,maize,2016,0.76,25.88,13.68
tamil nadu,rabi,maize,3.18,24.48,825.43,75.47,0.23,black,loamy,6.48,0.96,94.32,46.22,60.82,maize,2015,0.66,45.27,14.26
karnataka,rabi,maize,4.33,25.45,759.69,67.08,0.21,laterite,silty,6.03,0.66,145.18,64.74,78.59,maize,2016,0.89,63.34,14.64
telangana,summer,maize,1.96,25.51,790.03,67.96,0.15,alluvial,loamy,6.11,1.0,84.38,44.84,56.86,maize,2018,0.67,29.02,14.79
maharashtra,kharif,maize,3.02,25.82,825.91,74.29,0.24,red,sandy,7.05,0.8,111.13,75.41,63.54,cotton,2022,0.71,43.49,14.4
karnataka,rabi,maize,3.65,27.44,845.79,65.46,0.16,black,loamy,7.14,0.61,102.64,72.07,77.21,rice,2014,0.73,50.78,13.93
andhra pradesh,rabi,maize,3.42,25.64,709.87,76.01,0.11,red,sandy,6.84,0.79,87.01,77.93,47.74,wheat,2020,0.86,51.32,14.99
telangana,rabi,maize,4.64,27.15,770.73,73.02,0.28,black,sandy,6.07,0.65,108.32,75.35,62.01,maize,2023,0.83,63.11,13.59
maharashtra,kharif,maize,4.02,26.06,989.29,67.39,0.15,black,clayey,6.38,0.7,126.57,50.43,41.71,wheat,2024,0.8,62.29,15.5
karnataka,kharif,maize,3.8,26.53,805.05,74.49,0.22,red,silty,6.84,0.62,148.09,41.3,45.17,cotton,2016,0.7,50.88,13.38
telangana,summer,maize,2.76,26.07,884.51,68.08,0.15,alluvial,silty,6.03,0.93,142.36,45.53,44.92,cotton,2010,0.83,43.23,15.68
maharashtra,summer,maize,1.11,24.83,817.03,65.84,0.19,red,clayey,6.29,0.75,93.18,50.63,42.73,wheat,2012,0.76,15.95,14.41
maharashtra,rabi,maize,1.4,25.35,796.29,66.8,0.2,laterite,loamy,6.09,0.93,105.94,55.61,44.37,maize,2018,0.75,20.14,14.39
tamil nadu,summer,maize,4.78,26.66,940.15,71.72,0.3,alluvial,silty,6.75,0.98,88.1,67.62,51.4,wheat,2018,0.72,73.24,15.33
karnataka,kharif,maize,4.43,25.61,737.75,66.77,0.16,black,loamy,7.08,0.86,91.69,63.9,49.83,sugarcane,2015,0.75,63.2,14.25
andhra pradesh,summer,maize,2.56,23.25,865.85,79.85,0.25,red,silty,6.68,0.89,86.87,40.86,46.88,wheat,2012,0.71,37.0,14.47
maharashtra,rabi,maize,3.43,27.13,798.68,76.23,0.18,laterite,silty,6.66,0.92,131.73,62.96,51.92,sugarcane,2011,0.75,49.36,14.39
andhra pradesh,summer,maize,3.37,23.63,778.99,72.24,0.15,laterite,loamy,6.96,0.95,145.31,63.46,70.68,sugarcane,2014,0.78,50.69,15.05
telangana,rabi,maize,1.03,27.53,867.23,70.6,0.15,black,clayey,6.73,0.66,94.1,66.2,57.96,wheat,2011,0.71,14.41,14.04
maharashtra,summer,maize,4.73,25.1,937.03,78.09,0.25,laterite,loamy,6.02,0.94,97.21,51.53,51.57,rice,2013,0.77,72.93,15.42
andhra pradesh,kharif,maize,4.19,24.72,781.32,83.38,0.19,black,sandy,7.06,0.72,139.41,47.01,71.21,cotton,2015,0.79,59.0,14.07
tamil nadu,rabi,maize,3.68,26.34,766.58,75.2,0.22,red,loamy,6.74,0.78,119.54,74.8,74.78,wheat,2022,0.68,49.84,13.53
andhra pradesh,kharif,maize,1.84,26.19,584.97,67.45,0.12,red,loamy,6.86,0.74,137.09,61.85,43.23,cotton,2016,0.72,23.61,12.83
maharashtra,summer,maize,1.92,27.24,694.05,77.26,0.15,red,silty,7.0,0.89,92.76,56.85,57.34,maize,2017,0.82,27.48,14.28
karnataka,summer,maize,1.8,25.48,820.31,78.27,0.19,red,loamy,6.65,0.63,143.88,54.52,76.81,maize,2010,0.76,25.21,14.01
tamil nadu,summer,maize,1.54,25.43,848.7,79.07,0.23,alluvial,loamy,6.71,0.79,100.9,78.13,43.57,maize,2016,0.79,22.6,14.69
telangana,rabi,maize,2.49,26.26,841.2,77.37,0.27,laterite,sandy,6.02,0.65,105.46,41.95,58.36,cotton,2012,0.8,34.68,13.92
maharashtra,kharif,maize,4.33,26.71,623.41,68.67,0.2,alluvial,clayey,6.47,0.76,87.22,44.84,59.09,cotton,2018,0.7,53.25,12.3
andhra pradesh,rabi,maize,4.89,25.9,786.46,72.7,0.17,red,clayey,6.96,0.99,122.51,67.17,46.16,sugarcane,2018,0.81,76.42,15.64
telangana,rabi,maize,4.29,25.44,693.04,82.62,0.22,alluvial,silty,6.33,0.94,103.76,49.23,70.59,maize,2015,0.77,59.73,13.92
maharashtra,kharif,maize,2.36,26.78,1007.26,68.46,0.21,alluvial,clayey,6.05,0.86,90.44,54.75,61.41,wheat,2017,0.68,35.67,15.11
telangana,rabi,maize,4.04,26.26,1020.36,73.27,0.17,laterite,loamy,6.44,0.79,104.77,53.34,68.76,rice,2013,0.72,62.29,15.43
tamil nadu,rabi,maize,3.9,24.9,811.76,73.5,0.21,alluvial,sandy,6.56,0.99,114.05,68.96,41.99,rice,2017,0.74,57.8,14.83
karnataka,summer,maize,4.71,24.41,1033.98,71.26,0.2,alluvial,loamy,6.49,0.84,109.53,56.79,74.77,wheat,2024,0.72,74.33,15.78
tamil nadu,summer,maize,4.33,25.68,775.89,82.72,0.2,black,clayey,6.93,0.65,111.61,49.18,66.5,wheat,2021,0.84,60.4,13.94
telangana,kharif,maize,2.83,26.14,880.55,74.08,0.26,alluvial,silty,6.45,0.62,103.45,45.24,66.91,rice,2019,0.74,39.21,13.85
andhra pradesh,kharif,maize,1.12,24.89,646.79,75.18,0.24,red,clayey,6.36,0.65,106.24,66.75,59.01,sugarcane,2014,0.75,14.24,12.69
tamil nadu,kharif,maize,2.37,26.33,888.52,70.44,0.23,laterite,silty,7.07,0.8,149.84,68.24,79.06,sugarcane,2022,0.72,33.22,14.01
maharashtra,rabi,maize,4.04,25.5,776.31,67.69,0.1,alluvial,sandy,6.59,0.86,92.49,66.05,65.67,cotton,2023,0.77,60.34,14.95
tamil nadu,rabi,maize,3.96,26.18,894.64,78.62,0.17,alluvial,silty,6.46,0.98,123.91,78.18,68.37,wheat,2020,0.78,63.12,15.95
andhra pradesh,kharif,maize,3.78,26.07,806.95,73.77,0.3,black,loamy,6.63,0.66,128.11,47.7,75.6,rice,2021,0.68,48.52,12.83
karnataka,kharif,maize,3.15,26.2,682.15,69.63,0.22,laterite,sandy,6.63,0.83,128.42,62.22,61.84,maize,2019,0.73,41.6,13.22
karnataka,summer,maize,3.15,27.2,755.25,84.52,0.25,alluvial,loamy,6.63,0.71,90.85,62.67,42.84,rice,2012,0.7,42.52,13.51
telangana,rabi,maize,4.62,25.77,837.91,71.15,0.15,alluvial,silty,7.11,0.98,135.75,62.73,53.58,rice,2014,0.73,70.83,15.33
karnataka,summer,maize,2.5,26.29,804.61,68.64,0.14,alluvial,loamy,7.11,0.77,133.21,40.91,68.0,maize,2012,0.72,36.17,14.46
andhra pradesh,rabi,maize,1.21,23.67,930.34,84.04,0.12,laterite,sandy,6.78,0.71,90.32,73.73,43.62,wheat,2017,0.66,17.98,14.86
telangana,summer,maize,4.44,27.39,556.85,71.95,0.14,red,silty,6.12,0.61,85.74,57.8,43.2,rice,2017,0.76,54.56,12.28
karnataka,rabi,maize,4.11,28.07,864.4,70.24,0.22,black,clayey,6.99,0.9,100.43,46.68,75.48,rice,2012,0.71,57.48,13.99
tamil nadu,rabi,maize,2.44,26.77,575.12,73.76,0.14,black,loamy,6.34,0.97,138.62,57.69,72.85,rice,2019,0.78,33.75,13.85
tamil nadu,rabi,maize,1.24,26.41,738.65,65.96,0.14,laterite,sandy,6.95,0.62,131.77,64.09,50.52,rice,2014,0.72,16.46,13.32
karnataka,summer,maize,1.2,26.29,707.23,83.26,0.09,laterite,clayey,6.48,0.89,84.61,45.0,40.02,sugarcane,2024,0.7,16.94,14.13
telangana,summer,maize,2.29,27.14,835.45,80.3,0.1,alluvial,loamy,6.42,0.87,125.7,51.91,51.73,cotton,2020,0.73,33.86,14.76
tamil nadu,rabi,maize,4.11,26.72,809.16,81.97,0.25,black,silty,6.45,0.9,107.29,57.84,42.29,rice,2013,0.79,58.85,14.33
maharashtra,rabi,maize,4.66,25.62,714.34,70.87,0.24,alluvial,clayey,6.67,0.7,89.88,63.37,46.18,sugarcane,2012,0.75,61.3,13.16
telangana,rabi,maize,3.45,24.39,812.92,73.02,0.28,red,sandy,6.97,0.72,148.43,40.73,63.88,cotton,2021,0.73,46.94,13.61
karnataka,summer,maize,4.94,25.79,798.68,83.34,0.22,alluvial,sandy,6.73,0.73,107.15,63.49,55.74,wheat,2015,0.81,70.67,14.31
karnataka,summer,maize,4.89,25.82,968.4,80.8,0.18,alluvial,loamy,6.33,0.9,80.45,69.92,61.58,rice,2011,0.79,77.14,15.76
tamil nadu,rabi,maize,3.5,26.94,846.2,74.02,0.31,laterite,sandy,6.37,0.83,92.09,56.82,41.41,sugarcane,2021,0.79,49.76,14.21
tamil nadu,kharif,maize,2.02,26.26,719.81,81.74,0.16,alluvial,sandy,6.76,0.8,108.27,75.25,49.44,wheat,2012,0.73,28.54,14.1
tamil nadu,summer,maize,4.61,26.44,927.97,65.98,0.12,red,silty,6.15,0.75,144.84,67.21,52.58,cotton,2017,0.7,69.3,15.03
telangana,rabi,maize,2.49,26.46,808.82,67.59,0.27,laterite,silty,6.06,0.98,122.64,44.26,57.59,maize,2024,0.79,37.0,14.87
andhra pradesh,rabi,maize,1.34,26.7,814.36,73.56,0.22,red,clayey,6.63,0.91,82.36,42.17,47.16,sugarcane,2011,0.78,19.52,14.62
tamil nadu,rabi,maize,3.23,25.74,791.23,77.08,0.18,laterite,silty,6.77,0.98,139.06,76.88,67.53,rice,2016,0.76,49.18,15.22
maharashtra,rabi,maize,3.31,26.26,644.06,70.57,0.18,laterite,silty,6.8,0.86,135.46,77.24,59.29,rice,2013,0.79,45.63,13.79
maharashtra,rabi,maize,2.08,28.16,811.45,80.56,0.23,alluvial,silty,6.09,0.99,135.11,66.63,66.73,maize,2021,0.77,29.98,14.42
andhra pradesh,summer,maize,4.42,23.05,767.4,69.04,0.16,alluvial,clayey,6.71,0.67,90.91,52.77,78.76,rice,2021,0.79,60.81,13.76
andhra pradesh,summer,maize,2.89,26.6,643.94,71.06,0.27,red,loamy,6.67,0.73,142.26,56.88,68.05,maize,2024,0.74,36.21,12.51
karnataka,rabi,maize,4.73,25.15,893.34,70.4,0.28,alluvial,clayey,6.05,0.7,80.6,77.62,43.54,maize,2013,0.83,71.82,15.2
andhra pradesh,rabi,maize,1.49,26.21,844.36,68.44,0.2,alluvial,silty,6.43,0.83,134.2,62.21,70.96,rice,2018,0.82,22.41,15.02
karnataka,rabi,maize,2.34,26.9,870.97,82.47,0.16,red,loamy,6.85,0.75,142.72,76.39,48.76,maize,2015,0.76,35.01,14.99
andhra pradesh,rabi,maize,1.24,25.56,935.93,80.53,0.11,black,loamy,6.5,0.86,137.05,74.11,79.86,sugarcane,2024,0.64,19.16,15.43
andhra pradesh,kharif,maize,2.57,26.39,888.99,68.67,0.14,alluvial,silty,6.36,0.78,138.9,42.46,68.86,wheat,2018,0.77,38.81,15.12
maharashtra,summer,maize,4.1,24.74,869.31,80.91,0.18,laterite,clayey,6.05,0.83,131.7,72.48,44.7,sugarcane,2012,0.74,60.25,14.69
telangana,rabi,maize,4.32,26.92,727.25,70.82,0.09,black,loamy,6.13,0.63,120.77,76.68,72.9,maize,2011,0.76,58.05,13.44
maharashtra,rabi,maize,2.21,27.6,941.91,74.63,0.2,red,sandy,6.56,0.91,125.05,67.54,77.04,rice,2021,0.75,33.11,15.01
telangana,summer,maize,4.81,25.56,806.35,66.38,0.21,alluvial,clayey,6.65,0.79,120.03,52.95,52.19,wheat,2024,0.76,69.69,14.48
telangana,rabi,maize,4.87,26.74,786.69,77.8,0.23,red,clayey,7.08,0.61,128.87,44.09,40.44,maize,2011,0.61,59.81,12.27
karnataka,rabi,maize,2.45,25.46,790.44,65.56,0.26,alluvial,clayey,7.05,0.61,102.72,79.02,71.18,maize,2014,0.8,33.71,13.75
tamil nadu,kharif,maize,4.6,24.4,893.62,80.29,0.29,black,clayey,7.13,0.89,81.71,60.92,66.3,rice,2010,0.75,67.02,14.58
maharashtra,summer,maize,3.01,24.51,713.54,82.56,0.11,black,loamy,7.19,0.75,143.25,51.7,50.47,maize,2014,0.75,41.78,13.88
telangana,rabi,maize,2.14,25.77,834.52,69.83,0.21,alluvial,sandy,6.81,0.99,130.65,47.28,72.69,wheat,2012,0.69,31.57,14.75
tamil nadu,kharif,maize,3.92,26.55,802.75,65.46,0.25,laterite,silty,6.87,0.87,96.1,57.21,57.59,wheat,2017,0.8,56.62,14.43
karnataka,rabi,maize,3.71,27.1,783.85,78.59,0.17,red,sandy,6.2,0.99,137.13,69.8,79.36,cotton,2024,0.72,52.61,14.19
telangana,summer,maize,1.61,26.49,787.82,84.85,0.17,red,clayey,6.02,0.73,133.8,56.27,45.57,cotton,2015,0.78,22.51,13.97
tamil nadu,kharif,maize,1.62,24.52,918.49,76.27,0.16,red,silty,6.79,0.64,108.31,67.45,42.89,rice,2017,0.8,23.98,14.84
tamil nadu,rabi,maize,2.32,23.85,723.25,73.77,0.19,alluvial,silty,6.86,0.84,124.18,70.72,41.31,sugarcane,2021,0.84,33.57,14.44
karnataka,kharif,maize,4.24,24.2,739.27,70.6,0.16,red,loamy,6.78,0.66,119.95,47.22,49.18,maize,2020,0.78,57.6,13.58
tamil nadu,kharif,maize,4.46,26.53,858.86,80.66,0.22,alluvial,sandy,7.06,0.95,142.26,79.12,55.35,cotton,2014,0.66,65.21,14.62
tamil nadu,rabi,maize,3.0,27.32,979.66,65.26,0.26,black,loamy,6.18,0.68,127.53,61.51,41.26,wheat,2017,0.81,45.08,15.02
telangana,summer,maize,4.38,25.71,928.54,77.5,0.18,alluvial,silty,6.79,0.93,132.6,70.88,79.37,sugarcane,2015,0.79,68.04,15.53
telangana,summer,maize,4.94,26.22,842.95,67.78,0.19,red,loamy,6.98,0.83,87.05,74.64,77.72,cotton,2016,0.73,71.81,14.53
maharashtra,kharif,maize,3.08,25.99,731.92,83.0,0.19,alluvial,clayey,6.01,0.73,104.17,41.91,50.08,cotton,2019,0.73,42.05,13.67
maharashtra,rabi,maize,4.33,25.58,823.64,78.14,0.2,alluvial,silty,6.53,0.6,81.33,60.25,41.66,sugarcane,2010,0.77,62.51,14.42
telangana,rabi,maize,4.41,24.96,838.24,80.89,0.28,red,clayey,6.95,0.92,123.35,73.34,71.82,maize,2010,0.66,63.82,14.47
andhra pradesh,rabi,maize,2.84,26.04,1041.3,74.16,0.24,red,loamy,6.29,0.61,82.4,59.96,57.72,wheat,2010,0.72,42.21,14.85
tamil nadu,kharif,maize,4.26,24.82,895.54,68.79,0.26,alluvial,clayey,6.91,0.78,83.01,77.2,54.34,cotton,2021,0.79,63.73,14.94
tamil nadu,rabi,maize,2.66,27.17,823.98,71.58,0.2,red,clayey,6.65,0.74,103.19,74.77,72.12,cotton,2011,0.71,35.96,13.52
telangana,rabi,maize,1.72,26.22,943.64,76.24,0.24,black,silty,6.73,0.76,87.09,77.44,48.48,wheat,2019,0.77,25.81,14.98
karnataka,summer,maize,3.12,26.64,656.41,71.95,0.28,red,clayey,6.61,0.86,112.28,42.98,68.41,wheat,2017,0.72,39.87,12.76
telangana,kharif,maize,3.95,26.11,809.1,69.27,0.19,black,clayey,6.57,0.61,134.8,63.91,67.59,cotton,2015,0.74,54.72,13.87
tamil nadu,rabi,maize,3.22,25.36,861.61,73.51,0.22,laterite,sandy,6.82,0.69,132.66,72.92,44.7,sugarcane,2015,0.77,45.81,14.23
tamil nadu,summer,maize,2.1,28.45,667.54,68.57,0.2,laterite,sandy,6.27,0.94,116.06,51.6,44.01,maize,2011,0.68,27.4,13.02
andhra pradesh,kharif,maize,2.48,25.07,835.5,82.94,0.14,alluvial,silty,6.54,0.81,125.2,68.38,58.11,sugarcane,2024,0.79,37.46,15.1
andhra pradesh,summer,maize,2.28,27.31,747.71,80.08,0.24,alluvial,sandy,6.82,0.76,135.23,58.3,64.44,wheat,2020,0.74,30.34,13.28
karnataka,summer,maize,4.93,26.04,924.01,78.01,0.19,laterite,silty,6.32,0.77,96.12,67.84,68.89,cotton,2021,0.66,71.24,14.46
maharashtra,rabi,maize,3.51,25.03,688.93,83.68,0.19,laterite,sandy,6.9,0.99,121.64,77.53,67.59,wheat,2011,0.73,50.27,14.33
maharashtra,summer,maize,2.08,26.35,737.57,72.83,0.22,laterite,sandy,6.36,0.89,107.29,70.33,63.89,sugarcane,2018,0.75,28.72,13.84
telangana,rabi,maize,4.64,24.85,677.42,77.6,0.28,alluvial,silty,6.37,0.71,122.81,56.41,49.04,cotton,2016,0.7,58.57,12.63
telangana,summer,maize,1.75,26.74,965.23,65.58,0.22,black,sandy,7.08,0.64,138.36,44.56,53.93,maize,2015,0.7,25.01,14.25
tamil nadu,rabi,maize,1.53,25.18,613.84,78.07,0.2,black,loamy,6.19,0.68,120.68,50.2,68.22,wheat,2018,0.74,19.39,12.69
andhra pradesh,summer,maize,4.03,25.73,850.37,73.06,0.23,alluvial,clayey,6.15,0.72,138.67,54.25,55.5,maize,2022,0.73,56.32,13.99
telangana,rabi,maize,2.2,27.1,999.27,65.32,0.15,red,sandy,6.66,0.8,80.41,79.49,45.7,cotton,2021,0.76,34.05,15.46
tamil nadu,rabi,maize,1.06,24.76,876.21,78.32,0.15,red,sandy,6.88,0.68,89.53,70.43,58.27,rice,2020,0.68,14.99,14.18
maharashtra,kharif,maize,1.05,27.59,949.97,80.08,0.24,alluvial,loamy,6.37,0.6,123.97,60.82,61.09,maize,2010,0.68,14.25,13.51
tamil nadu,summer,maize,4.16,27.4,725.55,81.06,0.26,black,sandy,6.13,0.69,83.83,75.14,50.65,rice,2014,0.83,56.98,13.7
andhra pradesh,rabi,maize,4.31,26.98,878.67,80.82,0.22,laterite,sandy,6.08,0.79,120.07,66.0,51.27,sugarcane,2010,0.75,62.3,14.46
karnataka,rabi,maize,1.28,25.54,685.45,70.32,0.14,alluvial,clayey,7.14,0.7,137.04,63.92,70.38,cotton,2022,0.78,17.89,13.99
karnataka,summer,maize,3.59,25.78,753.22,79.72,0.15,laterite,sandy,6.16,0.76,127.93,72.36,64.66,maize,2023,0.77,49.3,13.74
karnataka,summer,maize,3.0,27.56,662.13,80.8,0.24,laterite,clayey,7.15,0.72,86.41,63.93,67.29,sugarcane,2018,0.79,39.44,13.14
tamil nadu,rabi,maize,1.37,26.21,766.64,78.15,0.24,laterite,sandy,6.17,0.68,112.4,48.92,48.49,rice,2023,0.83,18.72,13.71
telangana,rabi,maize,1.53,25.71,747.42,72.5,0.08,red,sandy,6.3,0.82,139.54,57.88,51.59,rice,2019,0.73,21.57,14.1
maharashtra,kharif,maize,4.73,25.82,975.18,79.84,0.15,alluvial,clayey,6.45,0.61,81.17,62.44,67.38,cotton,2023,0.73,68.99,14.6
tamil nadu,summer,maize,3.94,24.34,710.54,76.23,0.16,alluvial,loamy,6.16,0.82,139.26,42.47,54.44,sugarcane,2019,0.71,53.3,13.52
karnataka,rabi,maize,3.44,28.72,758.63,65.12,0.18,alluvial,sandy,6.51,0.6,111.42,47.82,79.8,wheat,2022,0.69,43.37,12.61
karnataka,rabi,maize,2.83,26.58,914.14,73.16,0.14,black,clayey,6.6,0.96,145.18,43.19,49.64,sugarcane,2021,0.63,41.32,14.59
andhra pradesh,kharif,maize,1.03,26.77,843.87,84.57,0.25,red,sandy,6.66,0.77,102.11,77.5,79.47,sugarcane,2010,0.78,14.85,14.42
andhra pradesh,summer,maize,3.75,26.29,613.64,68.79,0.2,black,sandy,6.47,0.66,110.69,77.44,71.84,sugarcane,2023,0.79,48.2,12.86
andhra pradesh,summer,maize,4.13,25.55,797.2,70.54,0.19,laterite,silty,6.17,0.95,103.66,43.14,71.67,rice,2013,0.81,64.56,15.64
telangana,kharif,maize,1.22,26.59,819.74,82.24,0.08,alluvial,silty,6.05,0.87,83.83,53.14,47.24,cotton,2022,0.72,18.08,14.77
maharashtra,kharif,maize,1.97,26.54,751.72,80.31,0.17,red,silty,6.72,0.96,128.7,59.94,53.05,maize,2014,0.76,28.61,14.55
karnataka,rabi,maize,3.28,26.51,698.92,65.69,0.29,laterite,clayey,6.19,0.85,97.58,76.81,55.01,wheat,2024,0.8,44.79,13.65
tamil nadu,rabi,maize,3.24,26.99,756.61,70.47,0.24,black,silty,6.94,0.87,109.96,58.39,79.9,wheat,2011,0.71,45.65,14.11
andhra pradesh,summer,maize,2.63,26.27,673.48,65.49,0.14,laterite,loamy,6.15,0.82,144.89,50.41,76.9,sugarcane,2019,0.75,37.1,14.13
andhra pradesh,rabi,maize,1.78,25.57,741.94,82.86,0.29,alluvial,clayey,6.25,0.64,149.65,43.13,51.22,maize,2014,0.74,23.26,13.08
telangana,kharif,maize,4.71,25.86,883.57,73.17,0.15,black,clayey,7.19,0.62,104.27,51.28,77.18,sugarcane,2016,0.67,66.46,14.1
telangana,kharif,maize,3.75,25.21,728.31,81.19,0.28,laterite,silty,7.14,0.8,140.36,73.49,67.59,sugarcane,2016,0.71,49.89,13.3
maharashtra,rabi,maize,4.66,27.85,874.77,65.45,0.19,red,silty,6.56,0.89,128.28,67.98,61.16,sugarcane,2022,0.77,68.39,14.67
andhra pradesh,summer,maize,4.02,25.23,789.38,75.56,0.22,alluvial,loamy,6.33,0.62,134.32,45.88,72.89,cotton,2019,0.74,55.19,13.75
karnataka,summer,maize,2.83,26.83,785.8,71.98,0.15,black,sandy,7.09,0.69,105.12,75.41,60.52,wheat,2020,0.81,40.07,14.17
maharashtra,summer,maize,3.33,27.39,738.39,84.73,0.28,alluvial,silty,6.0,0.92,88.14,50.42,51.06,rice,2024,0.71,44.18,13.28
andhra pradesh,summer,maize,1.71,27.1,570.32,73.6,0.23,alluvial,silty,7.07,0.84,119.16,76.91,74.48,maize,2013,0.79,22.08,12.92
tamil nadu,summer,maize,1.88,24.89,562.1,77.48,0.16,laterite,clayey,6.5,0.8,120.58,79.39,46.6,wheat,2010,0.71,24.61,13.11
tamil nadu,rabi,maize,3.43,26.86,733.64,74.02,0.19,black,clayey,6.97,0.84,102.9,61.03,65.81,cotton,2021,0.7,46.49,13.54
tamil nadu,rabi,maize,4.25,25.79,1073.36,69.76,0.15,black,clayey,6.65,0.8,102.79,52.74,54.3,maize,2024,0.72,66.46,15.64
andhra pradesh,kharif,maize,2.45,26.74,660.28,73.51,0.2,alluvial,loamy,6.4,0.9,88.86,61.69,79.66,cotton,2018,0.7,32.99,13.49
maharashtra,summer,maize,4.71,27.41,942.8,78.46,0.24,alluvial,loamy,6.07,0.82,84.79,56.29,44.57,cotton,2018,0.7,67.11,14.26
andhra pradesh,rabi,maize,4.93,26.0,800.5,71.66,0.29,alluvial,loamy,6.1,0.68,142.89,50.64,75.67,wheat,2013,0.85,69.07,14.0
karnataka,kharif,maize,1.4,24.03,819.7,65.22,0.18,alluvial,sandy,6.03,0.6,140.72,52.01,45.34,wheat,2019,0.76,19.64,14.05
andhra pradesh,rabi,maize,3.29,25.24,755.96,78.98,0.22,black,loamy,6.21,0.95,94.04,49.39,58.34,rice,2012,0.71,46.19,14.04
karnataka,rabi,maize,2.2,25.21,772.91,77.52,0.27,alluvial,silty,6.02,0.72,108.61,63.29,60.94,cotton,2010,0.88,31.71,14.38
telangana,kharif,maize,4.22,24.41,950.04,74.96,0.17,laterite,sandy,7.14,0.64,107.93,45.74,55.22,maize,2021,0.75,61.86,14.65
andhra pradesh,kharif,maize,4.56,25.5,774.22,77.55,0.22,laterite,silty,6.75,0.79,138.13,61.02,51.3,rice,2011,0.81,65.14,14.3
karnataka,summer,maize,4.58,26.68,804.88,66.18,0.22,red,silty,6.01,0.99,82.82,59.86,55.59,rice,2011,0.79,68.41,14.94
andhra pradesh,summer,maize,4.44,25.14,876.26,75.68,0.14,red,loamy,6.96,0.91,130.62,65.03,40.7,maize,2015,0.71,67.66,15.23
maharashtra,summer,maize,2.65,26.33,735.39,78.81,0.17,red,sandy,6.48,0.66,90.11,73.73,74.22,rice,2021,0.75,35.61,13.44
andhra pradesh,kharif,maize,1.16,24.58,872.71,71.26,0.22,laterite,sandy,6.28,0.91,134.64,59.34,69.9,cotton,2021,0.71,17.44,15.02
telangana,summer,maize,4.81,23.7,929.68,68.96,0.18,alluvial,clayey,6.32,0.82,137.62,65.2,51.27,sugarcane,2022,0.72,73.91,15.37
karnataka,rabi,maize,2.25,27.15,901.97,73.79,0.2,black,clayey,6.86,0.82,90.21,76.99,61.3,wheat,2021,0.74,33.59,14.91
tamil nadu,kharif,maize,2.82,26.11,577.68,66.29,0.13,black,loamy,6.52,0.69,106.73,58.19,45.91,cotton,2011,0.85,38.27,13.55
andhra pradesh,kharif,maize,3.88,26.41,838.45,73.93,0.18,black,clayey,6.53,0.66,116.33,73.78,75.27,sugarcane,2014,0.74,54.64,14.09
telangana,summer,maize,2.26,26.65,905.88,72.65,0.16,alluvial,sandy,6.76,0.84,100.68,54.01,53.49,sugarcane,2019,0.65,32.88,14.57
karnataka,rabi,maize,3.91,25.34,763.95,76.37,0.24,laterite,silty,7.13,0.82,141.05,49.9,73.24,rice,2014,0.72,55.19,14.11
tamil nadu,rabi,maize,4.75,26.23,920.47,79.57,0.18,laterite,silty,6.35,0.65,93.67,47.46,73.04,maize,2019,0.72,68.03,14.31
maharashtra,summer,maize,4.04,25.68,820.48,83.26,0.19,alluvial,silty,6.57,0.74,122.69,65.14,53.62,cotton,2013,0.82,59.38,14.71
telangana,kharif,maize,3.56,28.15,846.44,71.42,0.19,black,sandy,6.71,0.97,112.24,57.02,72.1,maize,2019,0.73,52.29,14.69
maharashtra,summer,maize,3.8,25.66,745.4,70.47,0.11,black,sandy,6.5,0.88,138.29,60.79,62.65,wheat,2023,0.77,56.04,14.74
